text,intent,entities
"Hello, I'm getting error ERR_CONNECTION_REFUSED when trying to view my orders",technical_support,"{'action': 'view my orders', 'error_code': 'ERR_CONNECTION_REFUSED'}"
"The Nike Air Force arrived damaged, I need a refund please",refund_request,{'product': 'Nike Air Force'}
Do you have Instant Pot in white??,product_inquiry,"{'product': 'Instant Pot', 'color': 'white'}"
Can you tell me Has order #WG32508 shipped yet?,order_status,{'order_id': 'WG32508'}
"Hi, How do I return Samsung Galaxy?",refund_request,{'product': 'Samsung Galaxy'}
"Hi, What are the specs for the Nike Air Force?",product_inquiry,{'product': 'Nike Air Force'}
Can you tell me What are the specs for the Fitbit?,product_inquiry,{'product': 'Fitbit'}
I can't login to my account...,account_help,{}
I was wondering Do you have Instant Pot in blue?,product_inquiry,"{'product': 'Instant Pot', 'color': 'blue'}"
"Hey, Has order #JG00245 shipped yet?",order_status,{'order_id': 'JG00245'}
What's the status of order #KU50357? thanks,order_status,{'order_id': 'KU50357'}
"Hey, What are the specs for the Samsung Galaxy?",product_inquiry,{'product': 'Samsung Galaxy'}
How do I return Instant Pot? thank you,refund_request,{'product': 'Instant Pot'}
The website won't let me checkout please,technical_support,{'action': 'checkout'}
I was wondering Has order #OW98069 shipped yet?,order_status,{'order_id': 'OW98069'}
I was wondering I can't login to my account,account_help,{}
"Hey, How do I return Kindle?",refund_request,{'product': 'Kindle'}
"Hi, Do you have Nike Air Force in space gray?",product_inquiry,"{'product': 'Nike Air Force', 'color': 'space gray'}"
"Hey, Has order #TU11876 shipped yet?",order_status,{'order_id': 'TU11876'}
Can you tell me My password isn't working,account_help,{}
I want to return my Kindle?,refund_request,{'product': 'Kindle'}
"Hey, The website won't let me login",technical_support,{'action': 'login'}
I was wondering Do you have Fitbit in silver?,product_inquiry,"{'product': 'Fitbit', 'color': 'silver'}"
What's the status of order #ZQ01272? thank you,order_status,{'order_id': 'ZQ01272'}
I was wondering How do I reset my password?,account_help,{}
"Hey, The website won't let me add to cart",technical_support,{'action': 'add to cart'}
Can you tell me When will iPhone be back in stock?,product_inquiry,{'product': 'iPhone'}
I'm getting error ERR_TIMEOUT when trying to checkout thank you,technical_support,"{'action': 'checkout', 'error_code': 'ERR_TIMEOUT'}"
I was wondering Has order #NP50067 shipped yet?,order_status,{'order_id': 'NP50067'}
The website won't let me update payment info please,technical_support,{'action': 'update payment info'}
I can't login to my account...,account_help,{}
"Hi, I want to return my Dyson vacuum",refund_request,{'product': 'Dyson vacuum'}
Do you have Nike Air Force in silver? thanks,product_inquiry,"{'product': 'Nike Air Force', 'color': 'silver'}"
How do I return MacBook Pro??,refund_request,{'product': 'MacBook Pro'}
"Hello, When will Kindle be back in stock?",product_inquiry,{'product': 'Kindle'}
"The Dyson vacuum arrived damaged, I need a refund?",refund_request,{'product': 'Dyson vacuum'}
"Hello, My password isn't working",account_help,{}
"Can you tell me The AirPods arrived damaged, I need a refund",refund_request,{'product': 'AirPods'}
What's the status of order #FI77301? please,order_status,{'order_id': 'FI77301'}
"Hey, Has order #XV43556 shipped yet?",order_status,{'order_id': 'XV43556'}
Can you tell me What are the specs for the Nike Air Force?,product_inquiry,{'product': 'Nike Air Force'}
The website won't let me add to cart thanks,technical_support,{'action': 'add to cart'}
"Hey, The iPhone arrived damaged, I need a refund",refund_request,{'product': 'iPhone'}
What's the status of order #HQ51468? thanks,order_status,{'order_id': 'HQ51468'}
Has order #YT57939 shipped yet? please,order_status,{'order_id': 'YT57939'}
Can you tell me The website won't let me update payment info,technical_support,{'action': 'update payment info'}
Can you tell me I can't login to my account,account_help,{}
"Hey, The website won't let me add to cart",technical_support,{'action': 'add to cart'}
"Hey, I can't login to my account",account_help,{}
"Hi, Has order #BP87436 shipped yet?",order_status,{'order_id': 'BP87436'}
"Hi, My password isn't working",account_help,{}
I was wondering When will Samsung Galaxy be back in stock?,product_inquiry,{'product': 'Samsung Galaxy'}
Has order #HK19572 shipped yet? please,order_status,{'order_id': 'HK19572'}
Do you have Instant Pot in space gray? thanks,product_inquiry,"{'product': 'Instant Pot', 'color': 'space gray'}"
When will PlayStation 5 be back in stock? thank you,product_inquiry,{'product': 'PlayStation 5'}
I was wondering The app crashes when I login,technical_support,{'action': 'login'}
Do you have Fitbit in black? thank you,product_inquiry,"{'product': 'Fitbit', 'color': 'black'}"
The website won't let me update payment info?,technical_support,{'action': 'update payment info'}
How do I reset my password?...,account_help,{}
I was wondering I'm getting error ERR_TIMEOUT when trying to checkout,technical_support,"{'action': 'checkout', 'error_code': 'ERR_TIMEOUT'}"
"Hi, How do I return Instant Pot?",refund_request,{'product': 'Instant Pot'}
I was wondering Do you have AirPods in white?,product_inquiry,"{'product': 'AirPods', 'color': 'white'}"
"Hi, Has order #PT08924 shipped yet?",order_status,{'order_id': 'PT08924'}
"Hi, I want to return my iPhone",refund_request,{'product': 'iPhone'}
"Hello, The website won't let me view my orders",technical_support,{'action': 'view my orders'}
I want to return my Nike Air Force thank you,refund_request,{'product': 'Nike Air Force'}
Can you tell me Has order #QE39130 shipped yet?,order_status,{'order_id': 'QE39130'}
"Hello, I'm getting error 404 when trying to checkout",technical_support,"{'action': 'checkout', 'error_code': '404'}"
My password isn't working?,account_help,{}
I want to return my MacBook Pro?,refund_request,{'product': 'MacBook Pro'}
I can't login to my account thank you,account_help,{}
Has order #XR54217 shipped yet? please,order_status,{'order_id': 'XR54217'}
My password isn't working please,account_help,{}
"Hello, Has order #UD43134 shipped yet?",order_status,{'order_id': 'UD43134'}
How do I return Fitbit? please,refund_request,{'product': 'Fitbit'}
How do I return PlayStation 5? please,refund_request,{'product': 'PlayStation 5'}
When will iPhone be back in stock? thank you,product_inquiry,{'product': 'iPhone'}
Can you tell me How do I return Instant Pot?,refund_request,{'product': 'Instant Pot'}
I was wondering Has order #BV80636 shipped yet?,order_status,{'order_id': 'BV80636'}
I was wondering My password isn't working,account_help,{}
I can't login to my account?,account_help,{}
How do I reset my password? thank you,account_help,{}
The website won't let me checkout please,technical_support,{'action': 'checkout'}
I was wondering What are the specs for the Kindle?,product_inquiry,{'product': 'Kindle'}
I was wondering My password isn't working,account_help,{}
Has order #GO39392 shipped yet??,order_status,{'order_id': 'GO39392'}
I was wondering My password isn't working,account_help,{}
"Can you tell me The Dyson vacuum arrived damaged, I need a refund",refund_request,{'product': 'Dyson vacuum'}
"Hello, When will Dyson vacuum be back in stock?",product_inquiry,{'product': 'Dyson vacuum'}
I can't login to my account please,account_help,{}
My password isn't working?,account_help,{}
"Can you tell me The Kindle arrived damaged, I need a refund",refund_request,{'product': 'Kindle'}
"Hi, What's the status of order #KY34447?",order_status,{'order_id': 'KY34447'}
"Can you tell me The Nike Air Force arrived damaged, I need a refund",refund_request,{'product': 'Nike Air Force'}
"I was wondering The MacBook Pro arrived damaged, I need a refund",refund_request,{'product': 'MacBook Pro'}
Can you tell me I'm getting error ERR_TIMEOUT when trying to update payment info,technical_support,"{'action': 'update payment info', 'error_code': 'ERR_TIMEOUT'}"
I was wondering What's the status of order #WD10234?,order_status,{'order_id': 'WD10234'}
Can you tell me When will MacBook Pro be back in stock?,product_inquiry,{'product': 'MacBook Pro'}
I was wondering What's the status of order #BZ57860?,order_status,{'order_id': 'BZ57860'}
Can you tell me The website won't let me update payment info,technical_support,{'action': 'update payment info'}
"Hello, Can you check where order HG04629 is?",order_status,{'order_id': 'HG04629'}
"Hello, When will Kindle be back in stock?",product_inquiry,{'product': 'Kindle'}
My password isn't working?,account_help,{}
"Hello, I'm getting error ERR_CONNECTION_REFUSED when trying to view my orders",technical_support,"{'action': 'view my orders', 'error_code': 'ERR_CONNECTION_REFUSED'}"
"Hey, The website won't let me login",technical_support,{'action': 'login'}
My password isn't working please,account_help,{}
What are the specs for the PlayStation 5? thank you,product_inquiry,{'product': 'PlayStation 5'}
The app crashes when I login thank you,technical_support,{'action': 'login'}
"Hi, Can you check where order KX88611 is?",order_status,{'order_id': 'KX88611'}
My password isn't working thanks,account_help,{}
Can you tell me I want to return my Instant Pot,refund_request,{'product': 'Instant Pot'}
When will Instant Pot be back in stock?...,product_inquiry,{'product': 'Instant Pot'}
The app crashes when I add to cart thanks,technical_support,{'action': 'add to cart'}
The app crashes when I update payment info thank you,technical_support,{'action': 'update payment info'}
"Hello, What are the specs for the Instant Pot?",product_inquiry,{'product': 'Instant Pot'}
Can you tell me Can you check where order UI27001 is?,order_status,{'order_id': 'UI27001'}
"The Samsung Galaxy arrived damaged, I need a refund thank you",refund_request,{'product': 'Samsung Galaxy'}
Can you tell me The website won't let me view my orders,technical_support,{'action': 'view my orders'}
The app crashes when I login please,technical_support,{'action': 'login'}
"Hi, The MacBook Pro arrived damaged, I need a refund",refund_request,{'product': 'MacBook Pro'}
I'm getting error 404 when trying to login thank you,technical_support,"{'action': 'login', 'error_code': '404'}"
I want to return my Dyson vacuum...,refund_request,{'product': 'Dyson vacuum'}
"I was wondering The Nike Air Force arrived damaged, I need a refund",refund_request,{'product': 'Nike Air Force'}
The app crashes when I view my orders thank you,technical_support,{'action': 'view my orders'}
"Hello, The app crashes when I update payment info",technical_support,{'action': 'update payment info'}
I can't login to my account...,account_help,{}
"Hello, How do I return Instant Pot?",refund_request,{'product': 'Instant Pot'}
"Can you tell me The MacBook Pro arrived damaged, I need a refund",refund_request,{'product': 'MacBook Pro'}
"Hi, The app crashes when I checkout",technical_support,{'action': 'checkout'}
What are the specs for the PlayStation 5? thank you,product_inquiry,{'product': 'PlayStation 5'}
I was wondering What are the specs for the iPhone?,product_inquiry,{'product': 'iPhone'}
The website won't let me update payment info please,technical_support,{'action': 'update payment info'}
What's the status of order #KF57461??,order_status,{'order_id': 'KF57461'}
I was wondering What are the specs for the Samsung Galaxy?,product_inquiry,{'product': 'Samsung Galaxy'}
Can you tell me I'm getting error ERR_CONNECTION_REFUSED when trying to update payment info,technical_support,"{'action': 'update payment info', 'error_code': 'ERR_CONNECTION_REFUSED'}"
"Hey, I want to return my iPhone",refund_request,{'product': 'iPhone'}
"Hello, The Dyson vacuum arrived damaged, I need a refund",refund_request,{'product': 'Dyson vacuum'}
What are the specs for the MacBook Pro??,product_inquiry,{'product': 'MacBook Pro'}
I was wondering When will iPhone be back in stock?,product_inquiry,{'product': 'iPhone'}
"Hey, The Kindle arrived damaged, I need a refund",refund_request,{'product': 'Kindle'}
I'm getting error 500 when trying to update payment info please,technical_support,"{'action': 'update payment info', 'error_code': '500'}"
"Hey, When will Fitbit be back in stock?",product_inquiry,{'product': 'Fitbit'}
I was wondering What are the specs for the Nike Air Force?,product_inquiry,{'product': 'Nike Air Force'}
The website won't let me add to cart...,technical_support,{'action': 'add to cart'}
The website won't let me add to cart...,technical_support,{'action': 'add to cart'}
"Hi, How do I reset my password?",account_help,{}
I'm getting error ERR_CONNECTION_REFUSED when trying to login thanks,technical_support,"{'action': 'login', 'error_code': 'ERR_CONNECTION_REFUSED'}"
The website won't let me login please,technical_support,{'action': 'login'}
"Hi, I want to return my Fitbit",refund_request,{'product': 'Fitbit'}
I was wondering How do I return PlayStation 5?,refund_request,{'product': 'PlayStation 5'}
I was wondering I'm getting error 500 when trying to login,technical_support,"{'action': 'login', 'error_code': '500'}"
"Hi, When will Instant Pot be back in stock?",product_inquiry,{'product': 'Instant Pot'}
"Hello, Can you check where order NJ70444 is?",order_status,{'order_id': 'NJ70444'}
I can't login to my account?,account_help,{}
"Hey, What are the specs for the Instant Pot?",product_inquiry,{'product': 'Instant Pot'}
"Hey, The website won't let me view my orders",technical_support,{'action': 'view my orders'}
Do you have Nike Air Force in black?...,product_inquiry,"{'product': 'Nike Air Force', 'color': 'black'}"
How do I return Nike Air Force? please,refund_request,{'product': 'Nike Air Force'}
The app crashes when I update payment info please,technical_support,{'action': 'update payment info'}
"Hi, Can you check where order NK09366 is?",order_status,{'order_id': 'NK09366'}
"Hello, I can't login to my account",account_help,{}
My password isn't working please,account_help,{}
I was wondering Can you check where order KB69022 is?,order_status,{'order_id': 'KB69022'}
"Hello, Do you have AirPods in silver?",product_inquiry,"{'product': 'AirPods', 'color': 'silver'}"
What's the status of order #DW20797?...,order_status,{'order_id': 'DW20797'}
Do you have Kindle in silver? please,product_inquiry,"{'product': 'Kindle', 'color': 'silver'}"
"Hi, I can't login to my account",account_help,{}
Has order #ZX91464 shipped yet??,order_status,{'order_id': 'ZX91464'}
How do I return iPhone?...,refund_request,{'product': 'iPhone'}
"Hi, What's the status of order #NH41279?",order_status,{'order_id': 'NH41279'}
I was wondering I want to return my Nike Air Force,refund_request,{'product': 'Nike Air Force'}
"Hey, When will Fitbit be back in stock?",product_inquiry,{'product': 'Fitbit'}
I'm getting error 500 when trying to login thank you,technical_support,"{'action': 'login', 'error_code': '500'}"
Can you check where order XV69996 is? please,order_status,{'order_id': 'XV69996'}
The website won't let me update payment info please,technical_support,{'action': 'update payment info'}
Can you check where order MH24571 is? please,order_status,{'order_id': 'MH24571'}
When will MacBook Pro be back in stock? thank you,product_inquiry,{'product': 'MacBook Pro'}
"I was wondering The PlayStation 5 arrived damaged, I need a refund",refund_request,{'product': 'PlayStation 5'}
"Hi, The website won't let me checkout",technical_support,{'action': 'checkout'}
"Hello, I want to return my MacBook Pro",refund_request,{'product': 'MacBook Pro'}
"Hey, How do I return AirPods?",refund_request,{'product': 'AirPods'}
Do you have Kindle in black? thank you,product_inquiry,"{'product': 'Kindle', 'color': 'black'}"
I'm getting error 404 when trying to login thank you,technical_support,"{'action': 'login', 'error_code': '404'}"
"Hi, The app crashes when I checkout",technical_support,{'action': 'checkout'}
I can't login to my account thanks,account_help,{}
I was wondering How do I reset my password?,account_help,{}
"Hi, When will Dyson vacuum be back in stock?",product_inquiry,{'product': 'Dyson vacuum'}
"Hello, The app crashes when I add to cart",technical_support,{'action': 'add to cart'}
Do you have Kindle in white? thanks,product_inquiry,"{'product': 'Kindle', 'color': 'white'}"
I can't login to my account thanks,account_help,{}
What's the status of order #CZ73723? please,order_status,{'order_id': 'CZ73723'}
"Hi, I can't login to my account",account_help,{}
The app crashes when I add to cart thanks,technical_support,{'action': 'add to cart'}
Has order #XU94387 shipped yet? thank you,order_status,{'order_id': 'XU94387'}
"Hey, How do I reset my password?",account_help,{}
I want to return my Instant Pot?,refund_request,{'product': 'Instant Pot'}
"The Dyson vacuum arrived damaged, I need a refund please",refund_request,{'product': 'Dyson vacuum'}
When will iPhone be back in stock? thanks,product_inquiry,{'product': 'iPhone'}
Has order #LP12041 shipped yet? thanks,order_status,{'order_id': 'LP12041'}
The app crashes when I view my orders please,technical_support,{'action': 'view my orders'}
Has order #SI64664 shipped yet?...,order_status,{'order_id': 'SI64664'}
I was wondering How do I reset my password?,account_help,{}
My password isn't working please,account_help,{}
The app crashes when I login?,technical_support,{'action': 'login'}
I can't login to my account?,account_help,{}
"Hello, Do you have Dyson vacuum in silver?",product_inquiry,"{'product': 'Dyson vacuum', 'color': 'silver'}"
Can you tell me I want to return my Nike Air Force,refund_request,{'product': 'Nike Air Force'}
The app crashes when I update payment info please,technical_support,{'action': 'update payment info'}
Do you have PlayStation 5 in silver? please,product_inquiry,"{'product': 'PlayStation 5', 'color': 'silver'}"
The website won't let me view my orders?,technical_support,{'action': 'view my orders'}
"Hey, I want to return my Kindle",refund_request,{'product': 'Kindle'}
I was wondering My password isn't working,account_help,{}
"Hello, Can you check where order YO11135 is?",order_status,{'order_id': 'YO11135'}
The app crashes when I view my orders...,technical_support,{'action': 'view my orders'}
"Hello, How do I reset my password?",account_help,{}
"Hey, What are the specs for the MacBook Pro?",product_inquiry,{'product': 'MacBook Pro'}
"Hi, The Samsung Galaxy arrived damaged, I need a refund",refund_request,{'product': 'Samsung Galaxy'}
I was wondering How do I return Dyson vacuum?,refund_request,{'product': 'Dyson vacuum'}
Can you tell me The website won't let me view my orders,technical_support,{'action': 'view my orders'}
"Hey, The Fitbit arrived damaged, I need a refund",refund_request,{'product': 'Fitbit'}
I was wondering I want to return my Samsung Galaxy,refund_request,{'product': 'Samsung Galaxy'}
Can you tell me I'm getting error 500 when trying to add to cart,technical_support,"{'action': 'add to cart', 'error_code': '500'}"
What's the status of order #LO16534? thank you,order_status,{'order_id': 'LO16534'}
"The AirPods arrived damaged, I need a refund thank you",refund_request,{'product': 'AirPods'}
The app crashes when I view my orders...,technical_support,{'action': 'view my orders'}
"Hi, Can you check where order JW21722 is?",order_status,{'order_id': 'JW21722'}
"Hey, What's the status of order #UL01477?",order_status,{'order_id': 'UL01477'}
"Hello, The AirPods arrived damaged, I need a refund",refund_request,{'product': 'AirPods'}
I want to return my AirPods?,refund_request,{'product': 'AirPods'}
"Hi, Has order #FM36938 shipped yet?",order_status,{'order_id': 'FM36938'}
"Hello, How do I reset my password?",account_help,{}
"Hey, Can you check where order OS01109 is?",order_status,{'order_id': 'OS01109'}
"Hi, I'm getting error ERR_CONNECTION_REFUSED when trying to update payment info",technical_support,"{'action': 'update payment info', 'error_code': 'ERR_CONNECTION_REFUSED'}"
I can't login to my account thank you,account_help,{}
"I was wondering The MacBook Pro arrived damaged, I need a refund",refund_request,{'product': 'MacBook Pro'}
"Hey, I want to return my Kindle",refund_request,{'product': 'Kindle'}
"I was wondering The AirPods arrived damaged, I need a refund",refund_request,{'product': 'AirPods'}
I was wondering Has order #DQ22841 shipped yet?,order_status,{'order_id': 'DQ22841'}
Can you tell me Can you check where order WX58201 is?,order_status,{'order_id': 'WX58201'}
"Hi, Has order #DW61591 shipped yet?",order_status,{'order_id': 'DW61591'}
Can you check where order ZL30880 is??,order_status,{'order_id': 'ZL30880'}
Can you tell me What's the status of order #JL78480?,order_status,{'order_id': 'JL78480'}
Can you tell me When will Nike Air Force be back in stock?,product_inquiry,{'product': 'Nike Air Force'}
The website won't let me update payment info thanks,technical_support,{'action': 'update payment info'}
"Hi, When will Kindle be back in stock?",product_inquiry,{'product': 'Kindle'}
I'm getting error 500 when trying to view my orders?,technical_support,"{'action': 'view my orders', 'error_code': '500'}"
The website won't let me update payment info thank you,technical_support,{'action': 'update payment info'}
What are the specs for the Nike Air Force?...,product_inquiry,{'product': 'Nike Air Force'}
I want to return my iPhone thanks,refund_request,{'product': 'iPhone'}
How do I reset my password? please,account_help,{}
"Hi, When will iPhone be back in stock?",product_inquiry,{'product': 'iPhone'}
What's the status of order #PT06236? thanks,order_status,{'order_id': 'PT06236'}
"Hi, The AirPods arrived damaged, I need a refund",refund_request,{'product': 'AirPods'}
"Hi, I'm getting error ERR_TIMEOUT when trying to update payment info",technical_support,"{'action': 'update payment info', 'error_code': 'ERR_TIMEOUT'}"
I was wondering How do I return AirPods?,refund_request,{'product': 'AirPods'}
I can't login to my account please,account_help,{}
"Hi, The MacBook Pro arrived damaged, I need a refund",refund_request,{'product': 'MacBook Pro'}
Can you tell me What's the status of order #WO20816?,order_status,{'order_id': 'WO20816'}
"Hello, When will Instant Pot be back in stock?",product_inquiry,{'product': 'Instant Pot'}
How do I return AirPods? thanks,refund_request,{'product': 'AirPods'}
"Hi, My password isn't working",account_help,{}
"Hey, Has order #EZ96088 shipped yet?",order_status,{'order_id': 'EZ96088'}
How do I return Nike Air Force?...,refund_request,{'product': 'Nike Air Force'}
"Hey, How do I reset my password?",account_help,{}
The website won't let me add to cart...,technical_support,{'action': 'add to cart'}
"Hi, Can you check where order SU24147 is?",order_status,{'order_id': 'SU24147'}
I was wondering I can't login to my account,account_help,{}
When will Instant Pot be back in stock? thanks,product_inquiry,{'product': 'Instant Pot'}
"Hi, The app crashes when I add to cart",technical_support,{'action': 'add to cart'}
Can you tell me Do you have iPhone in silver?,product_inquiry,"{'product': 'iPhone', 'color': 'silver'}"
My password isn't working?,account_help,{}
"Hi, Has order #OW52494 shipped yet?",order_status,{'order_id': 'OW52494'}
"Hi, I'm getting error ERR_TIMEOUT when trying to checkout",technical_support,"{'action': 'checkout', 'error_code': 'ERR_TIMEOUT'}"
"Hey, The AirPods arrived damaged, I need a refund",refund_request,{'product': 'AirPods'}
I was wondering How do I return PlayStation 5?,refund_request,{'product': 'PlayStation 5'}
"Hey, I'm getting error 500 when trying to login",technical_support,"{'action': 'login', 'error_code': '500'}"
Can you tell me I'm getting error ERR_CONNECTION_REFUSED when trying to view my orders,technical_support,"{'action': 'view my orders', 'error_code': 'ERR_CONNECTION_REFUSED'}"
I was wondering Can you check where order JR00064 is?,order_status,{'order_id': 'JR00064'}
"Hi, How do I return Fitbit?",refund_request,{'product': 'Fitbit'}
The app crashes when I view my orders thank you,technical_support,{'action': 'view my orders'}
How do I reset my password??,account_help,{}
What's the status of order #BF82493? thanks,order_status,{'order_id': 'BF82493'}
"The Dyson vacuum arrived damaged, I need a refund?",refund_request,{'product': 'Dyson vacuum'}
"Can you tell me The Fitbit arrived damaged, I need a refund",refund_request,{'product': 'Fitbit'}
"Hi, The app crashes when I view my orders",technical_support,{'action': 'view my orders'}
"Hey, When will Kindle be back in stock?",product_inquiry,{'product': 'Kindle'}
Has order #YU55718 shipped yet? thanks,order_status,{'order_id': 'YU55718'}
"Hello, What are the specs for the PlayStation 5?",product_inquiry,{'product': 'PlayStation 5'}
When will AirPods be back in stock??,product_inquiry,{'product': 'AirPods'}
"Hey, Can you check where order KS12011 is?",order_status,{'order_id': 'KS12011'}
The website won't let me view my orders please,technical_support,{'action': 'view my orders'}
I can't login to my account?,account_help,{}
I can't login to my account thank you,account_help,{}
"Hi, What are the specs for the Instant Pot?",product_inquiry,{'product': 'Instant Pot'}
The website won't let me login please,technical_support,{'action': 'login'}
"Hey, I'm getting error 404 when trying to add to cart",technical_support,"{'action': 'add to cart', 'error_code': '404'}"
I want to return my Nike Air Force thank you,refund_request,{'product': 'Nike Air Force'}
Do you have Instant Pot in black?...,product_inquiry,"{'product': 'Instant Pot', 'color': 'black'}"
The app crashes when I login thank you,technical_support,{'action': 'login'}
I'm getting error 404 when trying to checkout thanks,technical_support,"{'action': 'checkout', 'error_code': '404'}"
"Hello, What are the specs for the Dyson vacuum?",product_inquiry,{'product': 'Dyson vacuum'}
When will Samsung Galaxy be back in stock? please,product_inquiry,{'product': 'Samsung Galaxy'}
My password isn't working thanks,account_help,{}
How do I return Fitbit? please,refund_request,{'product': 'Fitbit'}
How do I reset my password?...,account_help,{}
"The Samsung Galaxy arrived damaged, I need a refund please",refund_request,{'product': 'Samsung Galaxy'}
The website won't let me login thank you,technical_support,{'action': 'login'}
My password isn't working thanks,account_help,{}
I can't login to my account thanks,account_help,{}
Can you check where order VW89489 is? please,order_status,{'order_id': 'VW89489'}
I can't login to my account...,account_help,{}
What are the specs for the AirPods? please,product_inquiry,{'product': 'AirPods'}
I'm getting error 500 when trying to login?,technical_support,"{'action': 'login', 'error_code': '500'}"
"Hey, I want to return my iPhone",refund_request,{'product': 'iPhone'}
"Hey, What's the status of order #PD32616?",order_status,{'order_id': 'PD32616'}
The app crashes when I view my orders please,technical_support,{'action': 'view my orders'}
I was wondering Has order #II20386 shipped yet?,order_status,{'order_id': 'II20386'}
"Hello, The app crashes when I login",technical_support,{'action': 'login'}
Can you check where order MT18870 is? thanks,order_status,{'order_id': 'MT18870'}
"Hey, What are the specs for the PlayStation 5?",product_inquiry,{'product': 'PlayStation 5'}
How do I return MacBook Pro? thank you,refund_request,{'product': 'MacBook Pro'}
I was wondering Has order #IP31195 shipped yet?,order_status,{'order_id': 'IP31195'}
"Hello, Can you check where order ZT68819 is?",order_status,{'order_id': 'ZT68819'}
"The MacBook Pro arrived damaged, I need a refund?",refund_request,{'product': 'MacBook Pro'}
My password isn't working...,account_help,{}
Can you tell me What are the specs for the AirPods?,product_inquiry,{'product': 'AirPods'}
I can't login to my account please,account_help,{}
How do I reset my password? thank you,account_help,{}
"Hi, How do I return MacBook Pro?",refund_request,{'product': 'MacBook Pro'}
How do I reset my password? thanks,account_help,{}
I can't login to my account?,account_help,{}
